fecha,cod_ine,municipio,confirmados
2020-03-13,40101,Oruro,6
2020-03-19,40101,Oruro,1
2020-04-10,40202,Santuario de Quillacas,1
2020-04-11,40101,Oruro,1
2020-04-11,40701,Huanuni,1
2020-04-12,40202,Santuario de Quillacas,2
2020-04-13,41101,Eucaliptus,1
2020-04-14,40101,Oruro,9
2020-04-14,40701,Huanuni,5
2020-04-14,41101,Eucaliptus,2
2020-04-15,40101,Oruro,6
2020-04-15,40701,Huanuni,1
2020-04-16,40101,Oruro,1
2020-04-17,40101,Oruro,2
2020-04-17,40701,Huanuni,1
2020-04-17,41101,Eucaliptus,1
2020-04-18,40101,Oruro,3
2020-04-20,40101,Oruro,4
2020-04-22,40101,Oruro,1
2020-04-22,40701,Huanuni,8
2020-04-22,41101,Eucaliptus,1
2020-04-23,40101,Oruro,3
2020-04-24,40101,Oruro,3
2020-04-25,40101,Oruro,2
2020-04-25,40701,Huanuni,5
2020-04-25,41101,Eucaliptus,6
2020-04-26,40101,Oruro,12
2020-04-27,40101,Oruro,1
2020-04-27,40701,Huanuni,2
2020-04-28,40101,Oruro,8
2020-04-29,40101,Oruro,1
2020-05-01,40101,Oruro,2
2020-05-01,40701,Huanuni,2
2020-05-02,40101,Oruro,2
2020-05-02,40701,Huanuni,1
2020-05-04,40101,Oruro,1
2020-05-05,40101,Oruro,2
2020-05-05,40701,Huanuni,1
2020-05-07,40101,Oruro,1
2020-05-07,40701,Huanuni,1
2020-05-08,40101,Oruro,1
2020-05-09,40101,Oruro,4
2020-05-09,40701,Huanuni,1
2020-05-10,40101,Oruro,2
2020-05-10,40701,Huanuni,1
2020-05-12,40101,Oruro,3
2020-05-12,40701,Huanuni,1
2020-05-14,40101,Oruro,3
2020-05-14,40701,Huanuni,1
2020-05-16,40701,Huanuni,1
2020-05-17,40701,Huanuni,2
2020-05-18,40101,Oruro,1
2020-05-18,40701,Huanuni,1
2020-05-19,40701,Huanuni,1
2020-05-21,40101,Oruro,2
2020-05-21,40701,Huanuni,1
2020-05-22,40101,Oruro,2
2020-05-23,40101,Oruro,1
2020-05-23,40701,Huanuni,1
2020-05-24,40101,Oruro,2
2020-05-24,40701,Huanuni,3
2020-05-25,40101,Oruro,1
2020-05-26,40101,Oruro,1
2020-05-26,40701,Huanuni,1
2020-05-27,40101,Oruro,1
2020-05-27,40701,Huanuni,1
2020-05-28,40101,Oruro,2
2020-05-28,41101,Eucaliptus,2
2020-05-29,40101,Oruro,5
2020-05-29,40701,Huanuni,2
2020-05-30,40101,Oruro,16
2020-05-30,40701,Huanuni,3
2020-05-30,41101,Eucaliptus,5
2020-05-31,40101,Oruro,13
2020-05-31,40701,Huanuni,1
2020-06-01,40101,Oruro,5
2020-06-01,40701,Huanuni,1
2020-06-02,40101,Oruro,8
2020-06-03,40101,Oruro,4
2020-06-04,40101,Oruro,13
2020-06-04,40701,Huanuni,3
2020-06-05,40101,Oruro,9
2020-06-06,40101,Oruro,8
2020-06-06,40701,Huanuni,1
2020-06-07,40101,Oruro,3
2020-06-07,41101,Eucaliptus,1
2020-06-08,40101,Oruro,14
2020-06-09,40101,Oruro,10
2020-06-09,40701,Huanuni,4
2020-06-10,40101,Oruro,8
2020-06-10,40701,Huanuni,9
2020-06-11,40101,Oruro,19
2020-06-11,40701,Huanuni,10
2020-06-12,40101,Oruro,21
2020-06-12,40201,Challapata,1
2020-06-12,40402,Turco,1
2020-06-12,40701,Huanuni,1
2020-06-13,40101,Oruro,10
2020-06-13,40701,Huanuni,1
2020-06-14,40101,Oruro,6
2020-06-14,40201,Challapata,1
2020-06-14,40701,Huanuni,2
2020-06-15,40101,Oruro,7
2020-06-15,40201,Challapata,1
2020-06-15,40701,Huanuni,3
2020-06-16,40101,Oruro,5
2020-06-16,40701,Huanuni,5
2020-06-16,40901,Sabaya,1
2020-06-17,40101,Oruro,18
2020-06-17,40701,Huanuni,2
2020-06-18,40101,Oruro,15
2020-06-18,40201,Challapata,2
2020-06-18,40701,Huanuni,6
2020-06-19,40101,Oruro,12
2020-06-19,40201,Challapata,1
2020-06-19,40901,Sabaya,3
2020-06-20,40101,Oruro,10
